userId,movieId,rating,timestamp
7,932,3,1173051472
7,1012,4,1107473963
7,1046,3.5,1106636782
7,1052,2.5,1106636592
7,1057,2,1108602792
7,1065,4.5,1106636844
7,1082,4.5,1106636511
7,1089,3.5,1108602755
7,1090,1,1106779625
7,1096,1,1161738306
7,1099,4.5,1106636602
7,1103,1.5,1109746594
7,1118,1,1106713549
7,1121,3.5,1118025961
7,1124,1,1110757877
7,1125,4.5,1122333561
7,1142,4,1110757890
7,1148,4,1106636098
7,1149,3.5,1110173697
7,1151,4,1106636064
7,1153,1,1106636095
7,1158,2.5,1106636069
7,1159,2.5,1111552650
7,1168,4,1106636101
7,1235,3,1107474020
7,1286,3.5,1113353083
7,1287,2,1107127004
7,1331,3.5,1118025982
7,1339,2,1118025946
7,1346,2,1118026013
7,1354,3.5,1128486479
7,1375,3.5,1116550784
7,1383,1,1121041079
7,1400,2,1121041002
7,1406,1,1125442102
7,1412,3,1121041015
7,1423,4.5,1122333538
7,1478,3.5,1162163504
7,1545,4.5,1144806100
7,1650,4,1157949636
7,1653,4.5,1157066190
7,1659,1,1159225196
7,1665,0.5,1161738279
7,1677,1,1157949732
7,1745,1,1169687318
7,1760,4.5,1162163488
7,1766,2.5,1174263740
7,1773,4.5,1165876367
7,1779,0.5,1176181731
7,1793,3,1173051469
9,394,5,1044657051
9,446,4,1044656811
9,492,3,1044656811
9,516,4,1044656792
9,518,4,1044656836
9,522,4,1044656836
9,537,5,1044656836
9,547,1,1044656836
9,629,3,1044656962
9,640,4,1044656792
9,643,5,1044656934
9,654,5,1044656908
9,658,4,1044656962
10,52,4,1455356591
10,102,3,1455398344
10,228,3.5,1455302676
10,247,4.5,1455356595
10,278,4.5,1455398321
10,394,4,1455356385
10,396,4,1455301798
10,413,3,1455399329
10,491,3.5,1455301898
10,583,3,1455357578
10,648,3,1455303078
10,654,4,1455356588
10,659,3,1455397999
10,688,3,1455357557
10,724,3,1455303070
10,774,3.5,1455306101
10,790,4,1455398379
10,927,4,1455399533
10,929,3,1455302670
10,930,4,1455356347
10,931,4,1455399087
10,942,4.5,1455303046
10,966,3.5,1455402085
10,999,4,1455303057
10,1016,3.5,1455399289
10,1020,5,1455356656
10,1066,3.5,1455398107
10,1070,5,1455301847
10,1082,3.5,1455356713
10,1089,3.5,1455356327
10,1103,3,1455397936
10,1120,5,1455303064
10,1151,2.5,1455302401
10,1157,3.5,1455302697
10,1158,1,1455398160
10,1282,3.5,1455398096
10,1315,2.5,1455357527
10,1371,3,1455398153
10,1396,3,1455357626
10,1400,5,1455302031
10,1520,3,1455356796
10,1524,4,1455301745
10,1533,2.5,1455301854
10,1694,3,1455401876
10,1773,5,1455302162
10,1779,5,1455357502
10,1851,3,1455356357
10,1855,4.5,1455359663
10,1857,1.5,1455399396
10,1943,3.5,1455356320
10,2044,3.5,1455301825
10,2064,3,1455357531
10,2086,3.5,1455302791
10,2114,4.5,1455302113
10,2148,2.5,1455357564
10,2152,2,1455398002
10,2189,3,1455302689
10,2213,2,1455301965
10,2229,2.5,1455398339
10,2282,3.5,1455302183
10,2299,4.5,1455356863
10,2323,0.5,1455357607
10,2357,3.5,1455357596
10,2422,4,1455304158
10,2437,4.5,1455302747
10,2457,3,1455399200
10,2465,3,1455357636
10,2469,0.5,1455398141
10,2527,5,1455301869
10,2539,2.5,1455301741
10,2550,3.5,1455399573
10,2555,3,1455356987
10,2569,3.5,1455301822
10,2572,3.5,1455398131
10,2575,2.5,1455356351
10,2577,3,1455356691
10,2608,3,1455357541
10,2679,2,1455302684
10,2709,3,1455356988
10,2717,5,1455306124
10,2759,3.5,1455399347
10,2800,2.5,1455357716
10,2807,5,1455302591
10,2808,3.5,1455399313
10,2818,3.5,1455357720
10,2826,2,1455398390
10,2859,3.5,1455357730
10,2924,3,1455398396
10,2946,3.5,1455306257
10,2973,4,1455357504
10,2989,3,1455399281
10,3069,3,1455356990
10,3086,5,1455302120
10,3118,5,1455301553
10,3176,4.5,1455357387
10,3210,4,1455398177
10,3222,4,1455356885
10,3224,3,1455398127
10,3225,3.5,1455399376
10,3242,5,1455302172
10,3280,0.5,1455301892
10,3307,1,1455398105
10,3317,3,1455356994
10,3461,4,1455398111
10,3462,4,1455356177
10,3504,4,1455357653
10,3521,2.5,1455399232
10,3550,3.5,1455357076
10,3557,4.5,1455306204
10,3559,1,1455398089
10,3570,2,1455399188
10,3617,0.5,1455302315
10,3621,0.5,1455398092
10,3633,4,1455357656
10,3690,4,1455398144
10,3727,4.5,1455357698
10,3735,4,1455398275
10,3865,1,1455302650
10,3991,3.5,1455357384
10,4110,5,1455302192
10,4141,4,1455356898
10,4173,5,1455356776
12,133,4.5,1247263471
12,161,4.5,1247264420
12,583,4,1247264417
12,1070,5,1247264151
12,1520,5,1247264192
12,2299,5,1247264457
13,13,4,987895952
13,25,2,987895720
13,35,3,987895651
13,52,5,987895902
13,64,4,987895902
13,66,3,987895952
13,73,4,987895902
13,80,4,987895902
13,83,4,987895720
13,89,4,987895952
13,99,4,987896183
13,106,3,987895651
13,109,4,987895582
13,130,3,987895651
13,138,3,987895952
13,152,5,987895902
13,156,5,987895651
13,192,4,987895720
15,32,5,1299425097
15,39,3.5,1510572486
15,45,4,1299425208
15,52,5,1510571768
15,61,1.5,1299425200
15,73,3,1510571680
15,127,4,1510572144
15,151,3,1510571677
15,161,4,1299425113
15,165,3.5,1510572048
15,212,1.5,1510571774
15,247,3,1510577965
15,263,4,1510573239
15,299,5,1510571736
15,362,3.5,1510577956
15,394,3.5,1510571754
15,396,5,1510571789
15,516,4,1510571793
15,581,3,1510578001
15,654,3.5,1510571759
15,661,5,1510571938
15,774,3,1510577979
15,786,3.5,1510571682
15,878,3,1510572077
15,951,3.5,1510572802
15,1007,3,1510572163
15,1046,2.5,1510578083
15,1087,3.5,1510572823
15,1151,2.5,1510577973
15,1383,5,1510572900
15,1735,4.5,1510572550
15,1758,3,1510573220
15,1759,4.5,1510572075
15,1827,3,1510577962
15,2036,3.5,1510572810
15,2114,2,1510571886
15,2147,2,1510572096
15,2297,3,1510578158
15,2316,4,1510572137
15,2401,3,1510572824
15,2422,3.5,1510577953
15,2468,3.5,1510572656
15,2493,4,1510578034
15,2506,2.5,1510578103
15,2575,3,1510572052
15,2718,3.5,1510571930
15,2853,5,1510572834
15,2874,4.5,1510573398
15,2892,3.5,1510572833
15,3017,2,1510572842
15,3085,3,1510573214
15,3086,2,1510571987
15,3196,3,1510572894
15,3262,3,1510572815
15,3307,4,1510572473
15,3339,1,1510571958
15,3406,4,1510572902
15,3459,3.5,1510573234
15,3509,4.5,1510572095
15,3530,4,1510572616
15,3617,2,1510572056
15,3621,4,1510571878
15,3640,1.5,1510573153
15,3681,4.5,1510572026
15,3709,4.5,1510572466
15,3717,1.5,1510571973
15,3776,2,1510572159
15,3789,2,1510572009
15,3875,2.5,1510573154
15,3902,2,1510572126
15,3904,5,1510572679
15,3912,2,1510571949
15,3918,2,1510572670
15,3919,1,1510573305
15,4069,4,1510571883
15,4086,4.5,1510572481
15,4243,3,1510572581
15,4348,5,1510572535
15,4350,3,1510578039
15,4411,3.5,1510578028
15,4453,3.5,1510572512
15,4530,5,1510572789
15,4534,3.5,1510572516
16,127,4,1377477886
16,156,3,1377477891
16,212,4.5,1377476925
16,356,3.5,1377477936
16,383,4,1377476860
16,394,3.5,1377477289
16,581,4.5,1377476877
16,654,3.5,1377477424
16,930,3.5,1377477293
16,989,3.5,1377477402
16,1212,4,1377477684
16,1243,4,1377477507
16,1741,4,1377477809
16,2114,4.5,1377476817
16,2422,4,1377477654
16,2702,4.5,1377477830
16,2718,3,1377476916
16,3086,4.5,1377477940
17,127,4.5,1322629083
17,212,4,1305696762
17,394,4.5,1305696817
17,581,5,1322628751
17,654,5,1305696823
17,677,4.5,1322628668
17,875,3.5,1322629189
17,930,4.5,1305696820
17,1243,4,1322628790
17,1320,4.5,1322629178
17,1400,4,1305696851
17,1741,4.5,1322629142
17,1745,4,1305696748
17,2114,4.5,1305696675
17,2321,3.5,1322629112
17,2397,4,1305696894
17,2405,4.5,1322629267
17,2672,3.5,1307262449
17,2702,4,1305696624
17,2718,4.5,1305696716
17,2757,4,1305696734
17,2810,3.5,1305696681
17,2824,4,1305696644
18,6,4.5,1455617700
18,52,4.5,1455209857
18,71,3.5,1455529841
18,78,2,1455231603
18,80,4,1464994762
18,108,4,1504894830
18,127,4.5,1455529881
18,151,2.5,1455231481
18,156,4.5,1456958432
18,212,4.5,1455231390
18,223,4,1476901503
18,247,4,1455209697
18,270,4,1486846015
18,290,3,1456395471
18,305,3,1457005711
18,336,3,1456919460
18,362,4,1455209685
18,367,3.5,1456923934
18,379,4,1455209694
18,383,4,1455209683
18,394,4.5,1455209675
18,396,4.5,1455209718
18,446,4,1455209763
18,459,3.5,1455050827
18,487,4,1456923908
18,506,4,1455749029
18,516,4,1455209691
18,524,2.5,1455050758
18,529,4,1458669462
18,537,3,1455050806
18,568,3.5,1455050917
18,572,4,1455821517
18,599,3.5,1456919349
18,623,3.5,1456923936
18,644,3.5,1456832424
18,649,2.5,1455231780
18,654,3.5,1455209677
18,658,4,1455050816
18,661,4,1455209729
18,667,4.5,1455735416
18,734,3,1455049949
18,765,3.5,1455750315
18,770,3.5,1455049753
18,774,4,1455049810
18,775,3,1455049758
18,789,3,1455050877
18,794,4.5,1455049808
18,799,2,1455050951
18,847,3,1456919632
18,871,3.5,1455049761
18,875,4,1456780831
18,878,3.5,1455049814
18,888,0.5,1455050979
18,896,3,1455750324
18,926,4.5,1455049845
18,930,4.5,1455049801
18,951,4.5,1455049744
18,966,3,1455050834
18,973,3,1455655129
18,974,2.5,1455050932
18,978,3,1455049931
18,989,4,1456924036
18,998,3.5,1455049881
18,1007,3.5,1455654949
18,1046,3.5,1455654935
18,1047,3,1455231973
18,1052,3.5,1456923938
18,1085,2.5,1455060196
18,1087,3.5,1455049735
18,1089,4,1455749019
18,1097,3.5,1466969253
18,1099,4,1455617710
18,1132,3.5,1455049936
18,1143,4,1455049893
18,1148,3.5,1455050859
18,1149,4,1466969258
18,1151,3.5,1455209724
18,1168,3,1455049865
18,1223,2.5,1476814266
18,1230,4.5,1456859906
18,1243,3.5,1455050621
18,1262,3.5,1456958283
18,1273,4.5,1526159893
18,1283,4,1455050800
18,1286,4,1455050855
18,1354,3.5,1455654945
18,1365,3,1455050852
18,1387,3.5,1455655026
18,1400,4.5,1455050618
18,1417,3.5,1455049954
18,1433,3.5,1455231107
18,1454,3,1455051042
18,1457,4,1455231182
18,1467,1.5,1455050989
18,1473,4,1455049923
18,1475,4,1470061020
18,1478,4,1455050937
18,1484,4,1458593231
18,1524,4,1455050836
18,1596,3.5,1455749359
18,1598,4.5,1455050089
18,1602,4.5,1455049886
18,1609,4,1485646726
18,1612,4.5,1455049870
18,1650,4,1455231957
18,1653,3.5,1455232017
18,1662,4,1455049739
18,1681,3.5,1455059798
18,1687,1,1455749474
18,1697,3,1455655111
18,1707,4,1456859832
18,1741,4,1455049848
18,1745,4.5,1455049826
18,1759,4.5,1456958431
18,1787,3.5,1457444465
18,1827,3.5,1455059813
18,1848,4.5,1455821297
18,1851,3.5,1455049725
18,1880,4.5,1457650649
18,1901,3.5,1455231338
18,1903,3,1521323641
18,1915,2.5,1455655099
18,1928,3,1455232038
18,1931,3,1455749279
18,1939,3.5,1455232001
18,1943,4,1455050518
18,1979,4.5,1469995045
18,1988,3.5,1455231983
18,1997,4,1476901520
18,2001,4.5,1482355905
18,2017,4.5,1459363622
18,2052,4,1464994729
18,2076,2.5,1456924845
18,2081,4,1455749164
18,2098,3.5,1476902377
18,2100,4,1455749828
18,2114,4,1455049372
18,2147,4,1455618310
18,2158,2.5,1455231357
18,2164,4,1455749175
18,2173,3.5,1455529605
18,2177,2.5,1455749302
18,2198,3.5,1455749277
18,2202,3,1455749449
18,2262,3.5,1455749428
18,2283,3.5,1455749413
18,2307,4.5,1500585017
18,2316,3.5,1455059693
18,2321,3.5,1455749206
18,2322,3.5,1455821116
18,2342,4,1470088658
18,2380,4.5,1456770605
18,2395,4.5,1455749814
18,2397,3.5,1455059756
18,2403,4,1455749310
18,2405,3.5,1455231723
18,2422,4,1455749241
18,2426,3,1455529969
18,2447,4,1456772121
18,2460,3.5,1455749591
18,2468,3.5,1455749255
18,2495,4.5,1486073568
18,2499,3,1455749513
18,2536,4.5,1455618430
18,2539,3.5,1455749223
18,2575,4,1455749238
18,2577,4.5,1455749266
18,2583,3.5,1478632335
18,2586,3.5,1456750745
18,2587,4.5,1456770625
18,2610,4.5,1455050015
18,2612,4.5,1456770638
18,2629,3.5,1455051099
18,2636,4,1476901606
18,2649,3,1456924816
18,2654,2.5,1456924918
18,2655,4.5,1455051151
18,2673,4,1455051202
18,2701,3,1456750794
18,2702,4,1456744760
18,2718,4.5,1455050059
18,2727,3,1478366123
18,2736,3,1456924960
18,2739,3.5,1455750029
18,2740,4,1455051182
18,2753,3.5,1455749571
18,2758,4,1463686312
18,2802,4.5,1463695521
18,2842,3,1458581624
18,2860,4.5,1459889871
18,2885,4,1470173519
18,2892,3.5,1478641446
18,2910,3.5,1456924897
18,2917,3.5,1455051197
18,2926,4,1468877753
18,2935,3,1455231363
18,2947,4,1455051166
18,2971,3,1455051194
18,2972,4,1455051109
18,3017,4,1455050365
18,3051,4,1511043515
18,3084,3.5,1489780980
18,3085,4,1455051164
18,3086,4,1455050185
18,3088,4,1455051101
18,3094,3.5,1456770596
18,3113,3.5,1466977156
18,3221,2.5,1456750781
18,3253,4,1521233253
18,3255,4,1515532582
18,3262,3,1455051188
18,3264,4,1499621886
18,3294,3.5,1455617979
18,3307,3,1455051126
18,3313,4,1473004465
18,3325,3.5,1517686559
18,3329,4,1455051180
18,3339,4,1455051144
18,3350,3.5,1465164460
18,3419,3.5,1457382480
18,3425,4,1455051113
18,3440,4,1513369638
18,3460,3.5,1478381466
18,3480,4,1478632286
18,3496,3,1458585307
18,3512,3,1456770932
18,3543,3.5,1478366140
18,3549,4,1455051107
18,3550,3.5,1455051122
18,3559,3,1471043729
18,3561,4,1478631983
18,3617,4,1455735216
18,3621,4.5,1455050087
18,3640,3.5,1457382469
18,3668,4,1455050010
18,3681,3.5,1456744991
18,3699,4.5,1456614526
18,3701,4,1456832692
18,3708,4.5,1455664748
18,3717,4.5,1455618433
18,3750,3.5,1477511813
18,3751,4,1466968153
18,3789,4.5,1455051411
18,3805,4.5,1455050523
18,3808,3.5,1456910057
18,3817,4,1473004722
18,3858,3.5,1483294684
18,3865,4,1457382413
18,3904,4,1466366745
18,3907,3.5,1457382463
18,3910,4,1457382458
18,3912,3.5,1460575806
18,3916,4,1510946731
18,3917,3,1468354075
18,3919,4,1469816977
18,3920,3.5,1510960358
18,3973,3.5,1502901639
18,4069,4.5,1456693665
18,4086,3.5,1469994968
18,4102,3.5,1477849300
18,4159,3.5,1473351954
18,4179,4,1456859803
18,4202,4,1478124485
18,4224,4.5,1486643850
18,4252,4,1455060282
18,4266,3.5,1466508318
18,4296,4,1484169587
18,4324,4,1455828926
18,4403,4,1493930228
18,4415,3.5,1511651100
18,4418,3.5,1513378355
18,4435,3,1473361651
18,4460,4,1499631585
18,4469,3.5,1482346781
18,4476,3.5,1493142085
18,4490,3,1517508124
18,4523,3.5,1534786448
18,4534,4,1502218032
18,4556,4,1493155981
18,4598,4,1505599943
18,4655,3.5,1513110715
18,4669,4.5,1534007386
18,4699,3,1534698700
19,3,1,965703443
19,4,3,965703061
19,5,2,965703084
19,13,3,965703299
19,14,2,965703061
19,16,2,965703425
19,19,2,965703084
19,25,2,965703299
19,29,2,965703200
19,30,2,965704652
19,31,2,965703269
19,32,3,965703236
19,37,3,965703299
19,38,2,965703269
19,39,2,965703221
19,40,2,965704618
19,52,3,965703221
19,55,2,965702805
19,63,2,965702805
19,64,3,965702776
19,66,2,965702842
19,68,2,965702940
19,69,2,965702866
19,70,4,965702776
19,71,3,965702777
19,72,3,965702843
19,74,4,965702777
19,77,2,965702923
19,78,1,965702905
19,80,4,965702777
19,82,3,965702954
19,83,2,965702843
19,87,3,965702777
19,88,1,965702843
20,13,3,1054147217
20,14,3.5,1054037596
20,24,3.5,1054037151
20,30,3.5,1054038288
20,32,3,1054037270
20,34,3,1054037253
20,39,1,1054037573
20,40,1.5,1054037346
20,45,3,1054147183
20,48,3,1054037706
20,52,4.5,1054037169
20,59,2.5,1054037838
20,63,3,1054147285
20,64,2,1054037231
20,69,1,1054147299
20,71,5,1054037147
20,73,3,1054037352
20,75,4.5,1054147193
20,77,2.5,1054037759
20,80,3.5,1054037246
20,93,4,1054037964
20,102,2.5,1054037657
20,109,4.5,1054036184
20,126,3.5,1054037203
20,133,4.5,1054037160
20,138,3.5,1054147198
20,144,2.5,1054037622
20,146,3.5,1054037831
20,147,0.5,1054037862
20,151,2.5,1054037305
20,152,3.5,1054037208
20,155,2,1054147273
20,157,4,1054037132
20,159,4.5,1054037249
20,162,4,1054037081
20,165,3.5,1054036206
20,168,3.5,1054147190
20,169,4,1054036290
20,170,4,1054037969
20,180,2.5,1054037695
20,196,4,1054037824
20,203,3.5,1054147312
20,212,3.5,1054037196
20,216,0.5,1054037511
20,228,5,1054037200
20,241,0.5,1054147293
20,243,3.5,1054147230
20,247,5,1054037117
20,249,3.5,1054037213
20,250,4,1054147265
20,256,3.5,1054147210
20,259,1.5,1054038539
20,260,0.5,1054147289
20,262,2,1054037557
20,263,3,1054037504
20,267,3.5,1054037158
20,277,3.5,1054037907
20,278,3,1054037488
20,280,2,1054037667
20,285,1.5,1054147250
20,288,3,1054037434
20,290,3,1054147258
20,295,4,1054037671
20,297,3,1054037502
20,299,3.5,1054037141
20,308,1,1054037534
20,329,3.5,1054037390
20,333,3.5,1054037095
20,336,3.5,1054037616
20,345,1.5,1054037367
20,348,3,1054037653
20,362,4,1054037089
20,367,4.5,1054037243
20,371,3.5,1054037324
20,389,4,1054037364
20,391,4,1054037593
20,394,5,1054037162
20,396,5,1054037101
20,400,4.5,1054037401
20,401,4,1054037384
20,402,4,1054037122
20,432,3,1054037644
20,445,2,1054037913
20,446,5,1054037258
20,468,3.5,1054037273
20,473,4,1054037084
20,475,0.5,1054147317
20,487,3,1054037241
20,489,4,1054037333
20,492,4,1054147227
20,496,4,1054037110
20,506,3,1054037279
20,516,4.5,1054037115
20,528,2,1054147287
20,537,1,1054037494
20,542,3,1054037284
20,544,0.5,1054037842
20,547,0.5,1054147297
20,581,5,1054037190
20,588,3.5,1054037295
20,612,4,1054037720
20,623,4.5,1054037077
20,654,5,1054037144
20,661,4.5,1054037112
20,689,3,1054036804
20,742,4,1054036670
20,765,4,1054147167
21,52,2.5,1436989941
21,61,2,1403459815
21,63,4,1376823417
21,80,3.5,1441392970
21,126,3.5,1421521749
21,146,1,1418063141
21,247,4,1418932197
21,277,3.5,1412967924
21,285,4,1376823473
21,295,3,1500701884
21,296,3.5,1403459884
21,297,4.5,1376823727
21,362,3.5,1418932236
21,367,4,1418932147
21,379,4.5,1403460880
21,383,3,1403460991
21,394,1.5,1419025153
21,446,4,1407617661
21,447,3,1468113409
21,459,1,1468113551
21,487,3,1441826946
21,492,4,1403459855
21,506,4,1412967834
21,516,4.5,1418932153
21,524,4.5,1376823441
21,537,3,1403459874
21,568,4,1407617614
21,623,4,1418932149
21,629,5,1376822796
21,654,2,1419025155
21,661,3.5,1421521738
21,688,3.5,1500702115
21,765,3.5,1418063571
21,770,3,1403459840
21,787,3.5,1376823470
21,794,4,1419795351
21,799,3.5,1421521954
21,878,1.5,1468113479
21,896,4,1403459862
21,925,4,1412967530
21,930,1.5,1419025150
21,998,3,1452052088
21,1007,1.5,1468113476
21,1046,4,1419025402
21,1052,4,1412968057
21,1066,4.5,1407617755
21,1082,3,1441826943
21,1087,4,1418063518
21,1089,4,1407617301
21,1099,4,1441826871
21,1139,3,1418063030
21,1151,3.5,1441393027
21,1159,4,1421521732
21,1168,4.5,1403459871
21,1283,3.5,1500701995
21,1287,3,1418063364
21,1315,3.5,1427558524
21,1346,3.5,1500701989
21,1354,3,1468113492
21,1365,4.5,1419025243
21,1383,4.5,1417378092
21,1387,4,1413055282
21,1396,4,1468113421
21,1400,3.5,1441826836
21,1412,3.5,1468113413
21,1417,3,1468113542
21,1419,3,1407617697
21,1454,3.5,1468113445
21,1507,2.5,1376823734
21,1520,1.5,1418926598
21,1523,4,1403460886
21,1535,3,1468113305
21,1596,3.5,1427558491
21,1598,2.5,1418932060
21,1640,3.5,1423422539
21,1649,3.5,1428775459
21,1650,3.5,1418063317
21,1660,3,1419794605
21,1690,3.5,1419794505
21,1724,5,1500701943
21,1773,4,1418063254
21,1779,3.5,1417378121
21,1806,2,1376823741
21,1827,3.5,1452051990
21,1837,3.5,1417378446
21,1851,3.5,1452052044
21,1895,3.5,1418846853
21,1899,4.5,1403460883
21,1901,4,1427558171
21,1910,4.5,1403637459
21,1928,3,1403460418
21,1931,3.5,1468113351
21,1941,3.5,1427558503
21,1943,4,1412967989
21,2053,3.5,1427558186
21,2085,2,1468113562
21,2114,3.5,1376823495
21,2129,4.5,1441393230
21,2147,4,1418063513
21,2150,3,1419025209
21,2153,2.5,1376823737
21,2158,4,1421521751
21,2164,3.5,1412967541
21,2167,3,1427558545
21,2177,3.5,1423422271
21,2189,3.5,1500702119
21,2222,1,1468113607
21,2281,3.5,1468113389
21,2282,3.5,1423422268
21,2297,3.5,1412967546
21,2302,2.5,1419794800
21,2415,3.5,1468113374
21,2416,3.5,1419794523
21,2422,4.5,1407617748
21,2426,3.5,1500701830
21,2437,3.5,1418926516
21,2443,3.5,1468113535
21,2448,4,1419025406
21,2457,4,1412967862
21,2468,3.5,1441826981
21,2564,3,1452051960
21,2575,4,1418847046
21,2577,2.5,1419795394
21,2580,2,1376823744
21,2585,3,1419794924
21,2586,3.5,1468113317
21,2598,1.5,1418063012
21,2629,2.5,1423422284
21,2651,3.5,1419795323
21,2655,2.5,1441826938
21,2673,4,1418847003
21,2701,3.5,1468113385
21,2702,4,1412968153
21,2706,4.5,1419025376
21,2718,3.5,1441393020
21,2721,4,1427558538
21,2727,3.5,1452052079
21,2736,3.5,1500701875
21,2752,3,1418926532
21,2757,3,1419025199
21,2787,3.5,1419795367
21,2797,2.5,1419794453
21,2798,1,1418846850
21,2806,3,1427558206
21,2807,3.5,1418846865
21,2820,4,1427558240
21,2853,3.5,1421521681
21,2908,0.5,1418063166
21,2947,3.5,1436989953
21,2957,3.5,1468113498
21,2970,4,1412967987
21,2972,3.5,1441393049
21,2980,2.5,1418926552
21,2986,3,1441393053
21,3017,4,1418063440
21,3031,3.5,1468113329
21,3085,3.5,1419795371
21,3086,3.5,1418063237
21,3087,3.5,1468113336
21,3092,4,1423422327
21,3154,3,1468114339
21,3187,3,1427558499
21,3189,4,1427558669
21,3191,4,1423422377
21,3205,3,1419794692
21,3210,3.5,1468113332
21,3221,3.5,1419794434
21,3224,3.5,1441826957
21,3242,4,1419795339
21,3260,3.5,1500701958
21,3303,2,1468114333
21,3307,3.5,1376823135
21,3313,3.5,1418846981
21,3339,3.5,1441826975
21,3406,4.5,1427558933
21,3419,3.5,1441393005
21,3426,4,1376823593
21,3430,3,1376823571
21,3442,2,1403461682
21,3450,4,1418932178
21,3455,3.5,1403460734
21,3460,3,1403460742
21,3461,4,1403460687
21,3462,3.5,1403460758
21,3465,3.5,1403461849
21,3466,4,1403460773
21,3481,0.5,1376823555
21,3482,3.5,1403460755
21,3483,1.5,1376823528
21,3485,3.5,1403460744
21,3494,4,1403460713
21,3504,3.5,1403460501
21,3509,4,1403460671
21,3522,2,1403460712
21,3533,4,1403460774
21,3539,2,1403460491
21,3540,3.5,1403461701
21,3543,3.5,1403461833
21,3549,4,1403460683
21,3550,3,1418846905
21,3551,3.5,1403460183
21,3552,2.5,1403460178
21,3557,4,1403460685
21,3559,3,1403459964
21,3565,3,1403460691
21,3566,3.5,1403459951
21,3570,4,1403460679
21,3590,3,1403460188
21,3592,3.5,1500701759
21,3602,1,1468113609
21,3603,3,1403461870
21,3617,3.5,1403460482
21,3621,3,1423422297
21,3623,2.5,1403460135
21,3629,3.5,1403460128
21,3634,1.5,1403460101
21,3640,3.5,1407619805
21,3642,4,1403460142
21,3649,3,1468113465
21,3664,2.5,1407617738
21,3668,3.5,1412967458
21,3674,4,1403460536
21,3680,3.5,1403460530
21,3681,4.5,1403460346
21,3682,4.5,1439751899
21,3687,3.5,1403460002
21,3690,3.5,1418063411
21,3692,3.5,1500701849
21,3694,3.5,1418063384
21,3717,4,1412967449
21,3754,3.5,1468113309
21,3776,3.5,1452052151
21,3783,3.5,1441393892
21,3785,4,1441393075
21,3792,3.5,1418063541
21,3805,2.5,1423422308
21,3808,3.5,1452051997
21,3820,3.5,1418063202
21,3824,4,1468113298
21,3828,2.5,1419794255
21,3829,3.5,1419794206
21,3831,3,1419794218
21,3837,3.5,1418063173
21,3864,0.5,1419793939
21,3865,4,1468113211
21,3867,3.5,1419794090
21,3872,2,1419794135
21,3902,3.5,1436989603
21,3904,4,1452051525
21,3907,3.5,1441392878
21,3908,4,1452052163
21,3910,3.5,1452052140
21,3912,3.5,1483340695
21,3918,4,1500701517
21,3935,3,1500701836
21,4004,3,1452051910
21,4034,2.5,1436989795
21,4055,3,1436989597
21,4077,3.5,1436989206
21,4078,2.5,1439752061
