movieId,title,year,genres
43,Gossip (2000),2000,Drama|Thriller
44,Love and Basketball (2000),2000,Drama|Romance
45,U-571 (2000),2000,Action|Thriller|War
46,"Crow: Salvation, The (2000)",2000,Action|Horror
47,"Flintstones in Viva Rock Vegas, The (2000)",2000,Children|Comedy
48,Where the Heart Is (2000),2000,Comedy|Drama
49,"Big Kahuna, The (2000)",2000,Comedy|Drama
50,Bossa Nova (2000),2000,Comedy|Drama|Romance
51,Time Code (2000),2000,Comedy|Drama
52,Gladiator (2000),2000,Action|Adventure|Drama
53,Up at the Villa (2000),2000,Drama
54,Battlefield Earth (2000),2000,Action|Sci-Fi
55,Center Stage (2000),2000,Drama|Musical
56,Screwed (2000),2000,Comedy
57,Whipped (2000),2000,Comedy
58,Hamlet (2000),2000,Crime|Drama|Romance|Thriller
59,Dinosaur (2000),2000,Adventure|Animation|Children
60,Loser (2000),2000,Comedy|Romance
61,Road Trip (2000),2000,Comedy
62,Small Time Crooks (2000),2000,Comedy|Crime
63,Mission: Impossible II (2000),2000,Action|Adventure|Thriller
64,Shanghai Noon (2000),2000,Action|Adventure|Comedy|Western
65,Big Momma's House (2000),2000,Comedy
66,Gone in 60 Seconds (2000),2000,Action|Crime
67,Love's Labour's Lost (2000),2000,Comedy|Romance
68,Boys and Girls (2000),2000,Comedy|Romance
69,Shaft (2000),2000,Action|Crime|Thriller
70,Titan A.E. (2000),2000,Action|Adventure|Animation|Children|Sci-Fi
71,Chicken Run (2000),2000,Animation|Children|Comedy
72,"Me, Myself & Irene (2000)",2000,Adventure|Comedy
73,"Patriot, The (2000)",2000,Action|Drama|War
74,"Adventures of Rocky and Bullwinkle, The (2000)",2000,Adventure|Animation|Children|Comedy|Fantasy
75,"Perfect Storm, The (2000)",2000,Drama|Thriller
76,"Golden Bowl, The (2000)",2000,Drama
77,"Kid, The (2000)",2000,Comedy|Fantasy
78,Scary Movie (2000),2000,Comedy|Horror
79,Groove (2000),2000,Drama
80,X-Men (2000),2000,Action|Adventure|Sci-Fi
81,Chuck & Buck (2000),2000,Comedy|Drama
82,"In Crowd, The (2000)",2000,Thriller
83,What Lies Beneath (2000),2000,Drama|Horror|Mystery
84,Pokémon the Movie 2000 (2000),2000,Animation|Children
85,Nutty Professor II: The Klumps (2000),2000,Comedy
86,Autumn in New York (2000),2000,Drama|Romance
87,Coyote Ugly (2000),2000,Comedy|Drama|Romance
88,Hollow Man (2000),2000,Horror|Sci-Fi|Thriller
89,Space Cowboys (2000),2000,Action|Adventure|Comedy|Sci-Fi
90,Psycho Beach Party (2000),2000,Comedy|Horror|Thriller
91,Saving Grace (2000),2000,Comedy
92,I'm the One That I Want (2000),2000,Comedy
93,"Tao of Steve, The (2000)",2000,Comedy
94,Bless the Child (2000),2000,Thriller
95,Cecil B. DeMented (2000),2000,Comedy
96,"Eyes of Tammy Faye, The (2000)",2000,Documentary
97,"Replacements, The (2000)",2000,Comedy
98,About Adam (2000),2000,Comedy
99,"Cell, The (2000)",2000,Drama|Horror|Thriller
100,"Original Kings of Comedy, The (2000)",2000,Comedy|Documentary
101,"Art of War, The (2000)",2000,Action|Thriller
102,Bring It On (2000),2000,Comedy
103,"Crew, The (2000)",2000,Comedy
104,Skipped Parts (2000),2000,Drama|Romance
105,Highlander: Endgame (Highlander IV) (2000),2000,Action|Adventure|Fantasy
106,Nurse Betty (2000),2000,Comedy|Crime|Drama|Romance|Thriller
107,"Watcher, The (2000)",2000,Crime|Thriller
108,"Way of the Gun, The (2000)",2000,Crime|Thriller
109,Almost Famous (2000),2000,Drama
110,Bait (2000),2000,Action|Comedy
111,Circus (2000),2000,Crime|Drama|Thriller
112,Crime and Punishment in Suburbia (2000),2000,Comedy|Drama
113,Duets (2000),2000,Comedy|Drama
114,Under Suspicion (2000),2000,Crime|Thriller
115,Urban Legends: Final Cut (2000),2000,Horror
116,Woman on Top (2000),2000,Comedy|Romance
117,Dancer in the Dark (2000),2000,Drama|Musical
118,Best in Show (2000),2000,Comedy
119,Beautiful (2000),2000,Comedy|Drama
120,"Broken Hearts Club, The (2000)",2000,Drama
121,Girlfight (2000),2000,Drama
122,Remember the Titans (2000),2000,Drama
123,Bamboozled (2000),2000,Comedy
124,Digimon: The Movie (2000),2000,Adventure|Animation|Children
125,Get Carter (2000),2000,Action|Drama|Thriller
126,Meet the Parents (2000),2000,Comedy
127,Requiem for a Dream (2000),2000,Drama
128,Tigerland (2000),2000,Drama
129,Two Family House (2000),2000,Drama
130,"Contender, The (2000)",2000,Drama|Thriller
131,Dr. T and the Women (2000),2000,Comedy|Romance
132,"Ladies Man, The (2000)",2000,Comedy
133,Billy Elliot (2000),2000,Drama
134,Bedazzled (2000),2000,Comedy
135,Pay It Forward (2000),2000,Drama
136,Book of Shadows: Blair Witch 2 (2000),2000,Crime|Horror|Mystery|Thriller
137,"Little Vampire, The (2000)",2000,Adventure|Children
138,Charlie's Angels (2000),2000,Action|Comedy
139,"Legend of Bagger Vance, The (2000)",2000,Drama|Romance
140,Little Nicky (2000),2000,Comedy
141,Men of Honor (2000),2000,Drama
142,Red Planet (2000),2000,Action|Sci-Fi|Thriller
143,You Can Count on Me (2000),2000,Drama|Romance
144,"6th Day, The (2000)",2000,Action|Sci-Fi|Thriller
145,Bounce (2000),2000,Drama|Romance
146,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),2000,Children|Comedy|Fantasy
147,Rugrats in Paris: The Movie (2000),2000,Animation|Children|Comedy
148,102 Dalmatians (2000),2000,Children|Comedy
149,Malèna (2000),2000,Drama|Romance|War
150,Quills (2000),2000,Drama|Romance
151,Unbreakable (2000),2000,Drama|Sci-Fi
152,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",2000,Action|Drama|Romance
153,Dungeons & Dragons (2000),2000,Action|Adventure|Comedy|Fantasy
154,Proof of Life (2000),2000,Drama
155,Vertical Limit (2000),2000,Action|Adventure
156,Snatch (2000),2000,Comedy|Crime|Thriller
157,Chocolat (2000),2000,Drama|Romance
158,"Dude, Where's My Car? (2000)",2000,Comedy|Sci-Fi
159,"Emperor's New Groove, The (2000)",2000,Adventure|Animation|Children|Comedy|Fantasy
160,Pollock (2000),2000,Drama
161,What Women Want (2000),2000,Comedy|Romance
162,Finding Forrester (2000),2000,Drama
163,"Gift, The (2000)",2000,Thriller
164,Before Night Falls (2000),2000,Drama
165,Cast Away (2000),2000,Drama
166,"Family Man, The (2000)",2000,Comedy|Drama|Romance
167,"House of Mirth, The (2000)",2000,Romance
168,Miss Congeniality (2000),2000,Comedy|Crime
169,"O Brother, Where Art Thou? (2000)",2000,Adventure|Comedy|Crime
170,State and Main (2000),2000,Comedy|Drama
171,Dracula 2000 (2000),2000,Horror
172,All the Pretty Horses (2000),2000,Drama|Romance|Western
173,"Everlasting Piece, An (2000)",2000,Comedy
174,Thirteen Days (2000),2000,Drama|Thriller|War
175,Traffic (2000),2000,Crime|Drama|Thriller
176,"Claim, The (2000)",2000,Romance|Western
177,Shadow of the Vampire (2000),2000,Drama|Horror
178,Antitrust (2001),2001,Crime|Drama|Thriller
179,Double Take (2001),2001,Action|Comedy
180,Save the Last Dance (2001),2001,Drama|Romance
181,Panic (2000),2000,Drama
182,"Pledge, The (2001)",2001,Crime|Drama|Mystery|Thriller
183,Sugar & Spice (2001),2001,Comedy
184,"Wedding Planner, The (2001)",2001,Comedy|Romance
185,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",2000,Drama|Thriller
186,Head Over Heels (2001),2001,Comedy|Romance
187,Left Behind: The Movie (2000),2000,Action|Adventure|Drama|Thriller
188,Valentine (2001),2001,Horror|Mystery
189,In the Mood For Love (Fa yeung nin wa) (2000),2000,Drama|Romance
190,"Million Dollar Hotel, The (2001)",2001,Drama|Mystery|Romance
191,Nico and Dani (Krámpack) (2000),2000,Comedy|Drama|Romance
192,Hannibal (2001),2001,Horror|Thriller
193,Saving Silverman (Evil Woman) (2001),2001,Comedy|Romance
194,Vatel (2000),2000,Drama
195,Down to Earth (2001),2001,Comedy|Fantasy|Romance
196,Recess: School's Out (2001),2001,Animation|Children
197,Sweet November (2001),2001,Drama|Romance
198,Company Man (2000),2000,Comedy
199,"Price of Milk, The (2000)",2000,Comedy|Drama|Fantasy|Romance
200,Monkeybone (2001),2001,Animation|Comedy|Fantasy
201,3000 Miles to Graceland (2001),2001,Action|Thriller
202,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",2000,Drama|Romance
203,"Mexican, The (2001)",2001,Action|Comedy
204,"Caveman's Valentine, The (2001)",2001,Drama
205,Series 7: The Contenders (2001),2001,Action|Drama
206,15 Minutes (2001),2001,Thriller
207,Get Over It (2001),2001,Comedy|Romance
208,Long Night's Journey Into Day (2000),2000,Documentary
209,Enemy at the Gates (2001),2001,Drama|War
210,Exit Wounds (2001),2001,Action|Thriller
211,"Dish, The (2001)",2001,Comedy
212,Memento (2000),2000,Mystery|Thriller
213,Heartbreakers (2001),2001,Comedy|Crime|Romance
214,Say It Isn't So (2001),2001,Comedy|Romance
215,Someone Like You (2001),2001,Comedy|Romance
216,Spy Kids (2001),2001,Action|Adventure|Children|Comedy
217,Tomcats (2001),2001,Comedy
218,"Tailor of Panama, The (2001)",2001,Drama|Thriller
219,Amores Perros (Love's a Bitch) (2000),2000,Drama|Thriller
220,Keep the River on Your Right: A Modern Cannibal Tale (2000),2000,Documentary
221,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",2000,Documentary
222,Along Came a Spider (2001),2001,Action|Crime|Mystery|Thriller
223,Blow (2001),2001,Crime|Drama
224,Just Visiting (2001),2001,Comedy|Fantasy
225,Pokémon 3: The Movie (2001),2001,Animation|Children
226,Beautiful Creatures (2000),2000,Comedy|Crime|Drama|Thriller
227,Brigham City (2001),2001,Crime|Drama|Mystery
228,Bridget Jones's Diary (2001),2001,Comedy|Drama|Romance
229,Joe Dirt (2001),2001,Adventure|Comedy|Mystery|Romance
230,Josie and the Pussycats (2001),2001,Comedy
231,Chopper (2000),2000,Drama|Thriller
232,"Circle, The (Dayereh) (2000)",2000,Drama
233,Crocodile Dundee in Los Angeles (2001),2001,Comedy|Drama
234,Freddy Got Fingered (2001),2001,Comedy
235,"Center of the World, The (2001)",2001,Drama
236,"Luzhin Defence, The (2000)",2000,Drama|Romance
237,"Visit, The (2000)",2000,Drama
238,Driven (2001),2001,Action|Thriller
239,One Night at McCool's (2001),2001,Comedy
240,Town & Country (2001),2001,Comedy
241,"Mummy Returns, The (2001)",2001,Action|Adventure|Comedy|Thriller
242,Under the Sand (2000),2000,Drama
243,"Knight's Tale, A (2001)",2001,Action|Comedy|Romance
244,Bread and Roses (2000),2000,Drama
245,Startup.com (2001),2001,Documentary
246,Angel Eyes (2001),2001,Romance|Thriller
247,Shrek (2001),2001,Adventure|Animation|Children|Comedy|Fantasy|Romance
248,"Fast Food, Fast Women (2000)",2000,Comedy|Romance
249,Moulin Rouge (2001),2001,Drama|Musical|Romance
250,Pearl Harbor (2001),2001,Action|Drama|Romance|War
251,"Man Who Cried, The (2000)",2000,Drama
252,Yi Yi (2000),2000,Drama
253,"Animal, The (2001)",2001,Comedy
254,Big Eden (2000),2000,Drama|Romance
255,Evolution (2001),2001,Comedy|Sci-Fi
256,Swordfish (2001),2001,Action|Crime|Drama
257,"Anniversary Party, The (2001)",2001,Drama
258,Divided We Fall (Musíme si pomáhat) (2000),2000,Comedy|Drama
259,Atlantis: The Lost Empire (2001),2001,Adventure|Animation|Children|Fantasy
260,Lara Croft: Tomb Raider (2001),2001,Action|Adventure
261,Dr. Dolittle 2 (2001),2001,Comedy
262,"Fast and the Furious, The (2001)",2001,Action|Crime|Thriller
263,A.I. Artificial Intelligence (2001),2001,Adventure|Drama|Sci-Fi
264,Baby Boy (2001),2001,Crime|Drama
265,Crazy/Beautiful (2001),2001,Drama|Romance
266,Pootie Tang (2001),2001,Comedy
267,Sexy Beast (2000),2000,Crime|Drama
268,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",2000,Drama|Romance
269,"Closet, The (Placard, Le) (2001)",2001,Comedy
270,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",2000,Crime|Drama|Mystery|Thriller
271,Lumumba (2000),2000,Drama
272,Cats & Dogs (2001),2001,Children|Comedy
273,Kiss of the Dragon (2001),2001,Action
274,Scary Movie 2 (2001),2001,Comedy
275,Lost and Delirious (2001),2001,Drama
276,Rape Me (Baise-moi) (2000),2000,Crime|Drama|Thriller
277,Final Fantasy: The Spirits Within (2001),2001,Adventure|Animation|Fantasy|Sci-Fi
278,Legally Blonde (2001),2001,Comedy|Romance
279,"Score, The (2001)",2001,Action|Drama
280,Adanggaman (2000),2000,Drama
281,Bully (2001),2001,Crime|Drama|Thriller
282,Jump Tomorrow (2001),2001,Comedy|Drama|Romance
283,Made (2001),2001,Comedy
284,Michael Jordan to the Max (2000),2000,Documentary|IMAX
285,Jurassic Park III (2001),2001,Action|Adventure|Sci-Fi|Thriller
286,America's Sweethearts (2001),2001,Comedy|Romance
287,Brother (2000),2000,Action|Crime|Thriller
288,Ghost World (2001),2001,Comedy|Drama
289,Hedwig and the Angry Inch (2000),2000,Comedy|Drama|Musical
290,Planet of the Apes (2001),2001,Action|Adventure|Drama|Sci-Fi
291,Bread and Tulips (Pane e tulipani) (2000),2000,Comedy|Drama|Romance
292,Greenfingers (2000),2000,Comedy|Drama
293,Wet Hot American Summer (2001),2001,Comedy
294,Original Sin (2001),2001,Drama|Romance|Thriller
295,"Princess Diaries, The (2001)",2001,Children|Comedy|Romance
296,Rush Hour 2 (2001),2001,Action|Comedy
297,American Pie 2 (2001),2001,Comedy
298,Osmosis Jones (2001),2001,Action|Animation|Comedy|Crime|Drama|Romance|Thriller
299,"Others, The (2001)",2001,Drama|Horror|Mystery|Thriller
300,American Outlaws (2001),2001,Action|Comedy|Western
301,All Over the Guy (2001),2001,Comedy
302,"Deep End, The (2001)",2001,Drama
303,Session 9 (2001),2001,Horror|Thriller
304,Captain Corelli's Mandolin (2001),2001,Drama|Romance|War
305,Rat Race (2001),2001,Comedy
306,Bubble Boy (2001),2001,Comedy
307,"Curse of the Jade Scorpion, The (2001)",2001,Comedy
308,Jay and Silent Bob Strike Back (2001),2001,Adventure|Comedy
309,Ghosts of Mars (2001),2001,Horror|Sci-Fi|Thriller
310,Summer Catch (2001),2001,Comedy|Drama|Romance
311,Happy Accidents (2000),2000,Romance|Sci-Fi
312,Maybe Baby (2000),2000,Comedy|Romance
313,Together (Tillsammans) (2000),2000,Comedy|Drama|Romance
314,Tortilla Soup (2001),2001,Comedy|Romance
315,Jeepers Creepers (2001),2001,Horror
316,O (2001),2001,Drama
317,"Musketeer, The (2001)",2001,Action|Adventure|Drama|Romance
318,Rock Star (2001),2001,Comedy|Drama|Musical
319,Two Can Play That Game (2001),2001,Comedy|Drama
320,L.I.E. (2001),2001,Drama
321,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",2000,Crime|Drama|Romance
322,Into the Arms of Strangers: Stories of the Kindertransport (2000),2000,Documentary
323,"Glass House, The (2001)",2001,Thriller
324,Hardball (2001),2001,Drama
325,Dinner Rush (2000),2000,Drama
326,Haiku Tunnel (2001),2001,Comedy
327,Big Trouble (2002),2002,Comedy|Crime
328,Glitter (2001),2001,Drama|Musical|Romance
329,Training Day (2001),2001,Crime|Drama|Thriller
330,"American Astronaut, The (2001)",2001,Comedy|Musical|Sci-Fi
331,Liam (2000),2000,Drama
332,Sidewalks of New York (2001),2001,Comedy|Romance
333,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",2000,Documentary
334,Don't Say a Word (2001),2001,Thriller
335,Hearts in Atlantis (2001),2001,Drama
336,Zoolander (2001),2001,Comedy
337,Extreme Days (2001),2001,Action|Adventure|Comedy|Drama
338,Joy Ride (2001),2001,Adventure|Thriller
339,Max Keeble's Big Move (2001),2001,Children|Comedy
340,Serendipity (2001),2001,Comedy|Romance
341,"Swamp, The (Ciénaga, La) (2001)",2001,Comedy|Drama
342,Bandits (2001),2001,Comedy|Crime|Romance
343,Corky Romano (2001),2001,Comedy|Crime
344,Fat Girl (? ma soeur!) (2001),2001,Drama
345,Mulholland Drive (2001),2001,Crime|Drama|Film-Noir|Mystery|Thriller
346,My First Mister (2001),2001,Comedy|Drama
347,Bones (2001),2001,Horror
348,From Hell (2001),2001,Crime|Horror|Mystery|Thriller
349,"Last Castle, The (2001)",2001,Action
350,Riding in Cars with Boys (2001),2001,Comedy|Drama
351,Focus (2001),2001,Drama
352,Waking Life (2001),2001,Animation|Drama|Fantasy
353,K-PAX (2001),2001,Drama|Fantasy|Mystery|Sci-Fi
354,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),2001,Horror|Thriller
355,Better Than Sex (2000),2000,Comedy|Romance
356,Donnie Darko (2001),2001,Drama|Mystery|Sci-Fi|Thriller
357,High Heels and Low Lifes (2001),2001,Action|Comedy|Crime|Drama
358,Life as a House (2001),2001,Drama
359,"Man Who Wasn't There, The (2001)",2001,Crime|Drama
360,"Town is Quiet, The (Ville est tranquille, La) (2000)",2000,Drama
361,Domestic Disturbance (2001),2001,Thriller
362,"Monsters, Inc. (2001)",2001,Adventure|Animation|Children|Comedy|Fantasy
363,"One, The (2001)",2001,Action|Sci-Fi|Thriller
364,Tape (2001),2001,Drama
365,Heist (2001),2001,Crime|Drama
366,Shallow Hal (2001),2001,Comedy|Fantasy|Romance
367,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),2001,Adventure|Children|Fantasy
368,Novocaine (2001),2001,Comedy|Crime|Mystery|Thriller
369,Black Knight (2001),2001,Adventure|Comedy|Fantasy
370,Out Cold (2001),2001,Comedy
371,Spy Game (2001),2001,Action|Crime|Drama|Thriller
372,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",2001,Drama|Fantasy|Horror|Thriller|War
373,In the Bedroom (2001),2001,Drama
374,Everybody's Famous! (Iedereen beroemd!) (2000),2000,Comedy|Drama|Musical
375,Behind Enemy Lines (2001),2001,Action|Drama|War
376,"Affair of the Necklace, The (2001)",2001,Drama
377,Pornstar: The Legend of Ron Jeremy (2001),2001,Documentary
378,Texas Rangers (2001),2001,Adventure|Western
379,Ocean's Eleven (2001),2001,Crime|Thriller
380,Baran (2001),2001,Adventure|Drama|Romance
381,"Business of Strangers, The (2001)",2001,Action|Drama|Thriller
382,No Man's Land (2001),2001,Drama|War
383,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",2001,Comedy|Romance
384,Not Another Teen Movie (2001),2001,Comedy
385,Vanilla Sky (2001),2001,Mystery|Romance|Sci-Fi|Thriller
386,Iris (2001),2001,Drama
387,Kandahar (Safar e Ghandehar) (2001),2001,Drama
388,Lantana (2001),2001,Drama|Mystery|Thriller
389,"Royal Tenenbaums, The (2001)",2001,Comedy|Drama
390,How High (2001),2001,Comedy
391,Jimmy Neutron: Boy Genius (2001),2001,Adventure|Animation|Children|Comedy
392,Joe Somebody (2001),2001,Comedy|Drama|Romance
393,Kate & Leopold (2001),2001,Comedy|Romance
394,"Lord of the Rings: The Fellowship of the Ring, The (2001)",2001,Adventure|Fantasy
395,"Majestic, The (2001)",2001,Comedy|Drama|Romance
396,"Beautiful Mind, A (2001)",2001,Drama|Romance
397,Ali (2001),2001,Drama
398,Black Hawk Down (2001),2001,Action|Drama|War
399,Charlotte Gray (2001),2001,Drama|Romance
400,Gosford Park (2001),2001,Comedy|Drama|Mystery
401,I Am Sam (2001),2001,Drama
402,Monster's Ball (2001),2001,Drama|Romance
403,"Shipping News, The (2001)",2001,Drama
404,Orange County (2002),2002,Comedy
405,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",2001,Action|Mystery|Thriller
406,What Time Is It There? (Ni neibian jidian) (2001),2001,Drama
407,Impostor (2002),2002,Action|Drama|Sci-Fi|Thriller
408,Kung Pow: Enter the Fist (2002),2002,Action|Comedy
409,Snow Dogs (2002),2002,Adventure|Children|Comedy
410,Italian for Beginners (Italiensk for begyndere) (2000),2000,Comedy|Drama|Romance
411,The Count of Monte Cristo (2002),2002,Action|Adventure|Drama|Thriller
412,"Mothman Prophecies, The (2002)",2002,Drama|Fantasy|Horror|Mystery|Thriller
413,"Walk to Remember, A (2002)",2002,Drama|Romance
414,Beijing Bicycle (Shiqi sui de dan che) (2001),2001,Drama
415,Escaflowne: The Movie (Escaflowne) (2000),2000,Action|Adventure|Animation|Drama|Fantasy
416,Maelström (2000),2000,Drama|Romance
417,Metropolis (2001),2001,Animation|Sci-Fi
418,"Son's Room, The (Stanza del figlio, La) (2001)",2001,Drama
419,Storytelling (2001),2001,Comedy|Drama
420,Waydowntown (2000),2000,Comedy
421,Slackers (2002),2002,Comedy
422,Birthday Girl (2001),2001,Drama|Romance
423,Rare Birds (2001),2001,Comedy|Drama
424,Big Fat Liar (2002),2002,Children|Comedy
425,Collateral Damage (2002),2002,Action|Thriller
426,Rollerball (2002),2002,Action|Sci-Fi
427,"Scotland, Pa. (2001)",2001,Comedy|Crime
428,Crossroads (2002),2002,Comedy|Musical|Romance
429,Hart's War (2002),2002,Drama|War
430,John Q (2002),2002,Crime|Drama|Thriller
431,Return to Never Land (2002),2002,Adventure|Animation|Children
432,Super Troopers (2001),2001,Comedy|Crime|Mystery
433,Last Orders (2001),2001,Drama
434,Dragonfly (2002),2002,Drama|Fantasy|Mystery|Romance|Thriller
435,Queen of the Damned (2002),2002,Fantasy|Horror
436,How to Kill Your Neighbor's Dog (2000),2000,Comedy|Drama
437,Mean Machine (2001),2001,Comedy|Drama
438,Monsoon Wedding (2001),2001,Comedy|Romance
439,Wendigo (2001),2001,Drama|Horror
440,Scratch (2001),2001,Documentary
441,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),2000,Animation|Fantasy|Horror|Sci-Fi
442,40 Days and 40 Nights (2002),2002,Comedy|Romance
443,We Were Soldiers (2002),2002,Action|Drama|War
444,All About the Benjamins (2002),2002,Action|Comedy|Crime
445,"Time Machine, The (2002)",2002,Action|Adventure|Sci-Fi
446,Ice Age (2002),2002,Adventure|Animation|Children|Comedy
447,Resident Evil (2002),2002,Action|Horror|Sci-Fi|Thriller
448,Showtime (2002),2002,Action|Comedy
449,Harrison's Flowers (2000),2000,Drama
450,Kissing Jessica Stein (2001),2001,Comedy|Romance
451,Promises (2001),2001,Documentary
452,And Your Mother Too (Y tu mamá también) (2001),2001,Drama|Romance
453,Blade II (2002),2002,Action|Horror|Thriller
454,Sorority Boys (2002),2002,Comedy
455,Stolen Summer (2002),2002,Drama
456,George Washington (2000),2000,Drama
457,Clockstoppers (2002),2002,Action|Adventure|Sci-Fi|Thriller
458,Death to Smoochy (2002),2002,Comedy|Crime|Drama
459,Panic Room (2002),2002,Thriller
460,"Rookie, The (2002)",2002,Drama
461,No Such Thing (2001),2001,Drama|Fantasy|Romance
462,"Piano Teacher, The (La pianiste) (2001)",2001,Drama
463,Time Out (L'emploi du temps) (2001),2001,Drama
464,High Crimes (2002),2002,Thriller
465,National Lampoon's Van Wilder (2002),2002,Comedy
466,Crush (2001),2001,Comedy|Romance
467,Lucky Break (2001),2001,Comedy|Crime
468,Changing Lanes (2002),2002,Drama|Thriller
469,Frailty (2001),2001,Crime|Drama|Thriller
470,"Sweetest Thing, The (2002)",2002,Comedy|Romance
471,"Cat's Meow, The (2002)",2002,Drama|Thriller
472,Human Nature (2001),2001,Comedy|Romance
473,My Big Fat Greek Wedding (2002),2002,Comedy|Romance
474,Murder by Numbers (2002),2002,Crime|Thriller
475,The Scorpion King (2002),2002,Action|Adventure|Fantasy|Thriller
476,Enigma (2001),2001,Romance|Thriller
477,Nine Queens (Nueve reinas) (2000),2000,Crime|Thriller
478,"Triumph of Love, The (2001)",2001,Comedy
479,World Traveler (2001),2001,Drama
480,Jason X (2002),2002,Horror|Sci-Fi|Thriller
481,Life or Something Like It (2002),2002,Comedy|Romance
482,Dogtown and Z-Boyz (2001),2001,Documentary
483,Rain (2001),2001,Drama|Romance
484,"Salton Sea, The (2002)",2002,Crime|Drama|Thriller
485,Deuces Wild (2002),2002,Drama
486,Hollywood Ending (2002),2002,Comedy|Drama
487,Spider-Man (2002),2002,Action|Adventure|Sci-Fi|Thriller
488,"New Guy, The (2002)",2002,Comedy
489,Unfaithful (2002),2002,Drama|Thriller
490,"Lady and the Duke, The (Anglaise et le duc, L') (2001)",2001,Drama|Romance
491,About a Boy (2002),2002,Comedy|Drama|Romance
492,Star Wars: Episode II - Attack of the Clones (2002),2002,Action|Adventure|Sci-Fi|IMAX
493,"Believer, The (2001)",2001,Drama
494,"Importance of Being Earnest, The (2002)",2002,Comedy|Drama|Romance
495,Enough (2002),2002,Drama|Thriller
496,Insomnia (2002),2002,Action|Crime|Drama|Mystery|Thriller
497,Spirit: Stallion of the Cimarron (2002),2002,Adventure|Animation|Children|Western
498,CQ (2001),2001,Drama
499,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),2001,Drama
500,"Sum of All Fears, The (2002)",2002,Drama|Thriller
501,Undercover Brother (2002),2002,Comedy
502,Bad Company (2002),2002,Action|Comedy|Crime
503,Divine Secrets of the Ya-Ya Sisterhood (2002),2002,Comedy|Drama
504,Cherish (2002),2002,Comedy|Drama|Thriller
505,"Fast Runner, The (Atanarjuat) (2001)",2001,Drama|Fantasy
506,"Bourne Identity, The (2002)",2002,Action|Mystery|Thriller
507,Scooby-Doo (2002),2002,Adventure|Children|Comedy|Fantasy|Mystery
508,Windtalkers (2002),2002,Action|Drama|War
