movieId,title,year,genres,img_url,info_url
55,Center Stage (2000),2000,Drama|Musical,https://movie-phinf.pstatic.net/20131016_294/138189892449667ihP_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=117364
56,Screwed (2000),2000,Comedy,https://movie-phinf.pstatic.net/20190426_271/1556255717935dij8L_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=105567
57,Whipped (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111222_69/1324520002419aDatn_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30782
58,Hamlet (2000),2000,Crime|Drama|Romance|Thriller,https://movie-phinf.pstatic.net/20170713_153/1499932029575j24Yu_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=166332
59,Dinosaur (2000),2000,Adventure|Animation|Children,https://movie-phinf.pstatic.net/20111221_12/1324453285976cShpx_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29714
61,Road Trip (2000),2000,Comedy,https://movie-phinf.pstatic.net/20141124_198/1416792345922hMomH_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=132900
62,Small Time Crooks (2000),2000,Comedy|Crime,https://movie-phinf.pstatic.net/20160711_121/1468218377636Io5hQ_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=12819
63,Mission: Impossible II (2000),2000,Action|Adventure|Thriller,https://movie-phinf.pstatic.net/20111222_205/1324515760426Wvx1Q_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=28903
64,Shanghai Noon (2000),2000,Action|Adventure|Comedy|Western,https://movie-phinf.pstatic.net/20111223_40/1324641121471J4qR7_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=11463
65,Big Momma's House (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111221_225/1324445858499SPXjk_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=14838
66,Gone in 60 Seconds (2000),2000,Action|Crime,https://movie-phinf.pstatic.net/20111222_110/13245512130022CUaV_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29713
67,Love's Labour's Lost (2000),2000,Comedy|Romance,https://movie-phinf.pstatic.net/20111221_51/13244461852309NlmJ_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=18507
68,Boys and Girls (2000),2000,Comedy|Romance,https://movie-phinf.pstatic.net/20211001_94/16330590947928e36L_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=209896
69,Shaft (2000),2000,Action|Crime|Thriller,https://movie-phinf.pstatic.net/20190228_167/15513504298782r2qw_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=172085
70,Titan A.E. (2000),2000,Action|Adventure|Animation|Children|Sci-Fi,https://movie-phinf.pstatic.net/20111221_174/1324453482442p86Cq_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29556
71,Chicken Run (2000),2000,Animation|Children|Comedy,https://movie-phinf.pstatic.net/20111223_228/1324573827566rpeGM_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29558
72,"Me, Myself & Irene (2000)",2000,Adventure|Comedy,https://movie-phinf.pstatic.net/20111222_168/1324551193601mYJgr_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29555
73,"Patriot, The (2000)",2000,Action|Drama|War,https://movie-phinf.pstatic.net/20180605_95/1528180955320qyxqT_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=175104
74,"Adventures of Rocky and Bullwinkle, The (2000)",2000,Adventure|Animation|Children|Comedy|Fantasy,https://movie-phinf.pstatic.net/20111222_189/1324542690926mYwO4_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29774
75,"Perfect Storm, The (2000)",2000,Drama|Thriller,https://movie-phinf.pstatic.net/20111221_267/1324476841610R9UDT_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29663
76,"Golden Bowl, The (2000)",2000,Drama,https://movie-phinf.pstatic.net/20111223_25/1324604147004RTjuP_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29800
77,"Kid, The (2000)",2000,Comedy|Fantasy,https://movie-phinf.pstatic.net/20170817_12/1502947316104loPwy_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=158986
78,Scary Movie (2000),2000,Comedy|Horror,https://movie-phinf.pstatic.net/20140704_22/1404442457127IJnG1_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=66727
79,Groove (2000),2000,Drama,https://movie-phinf.pstatic.net/20140617_223/1402980771911cAiOL_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31290
80,X-Men (2000),2000,Action|Adventure|Sci-Fi,https://movie-phinf.pstatic.net/20200910_94/1599703996013taV6z_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=164299
81,Chuck & Buck (2000),2000,Comedy|Drama,https://movie-phinf.pstatic.net/20111223_136/1324635110122kd0tX_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30328
82,"In Crowd, The (2000)",2000,Thriller,https://movie-phinf.pstatic.net/20120509_217/1336551636984m1mtF_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=89385
83,What Lies Beneath (2000),2000,Drama|Horror|Mystery,https://movie-phinf.pstatic.net/20111222_80/1324488524512bOppr_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29691
85,Nutty Professor II: The Klumps (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111221_143/1324455881549rX90n_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29662
86,Autumn in New York (2000),2000,Drama|Romance,https://movie-phinf.pstatic.net/20111222_67/132455169492489XgN_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30487
87,Coyote Ugly (2000),2000,Comedy|Drama|Romance,https://movie-phinf.pstatic.net/20111222_199/1324520979684Vnve0_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30685
88,Hollow Man (2000),2000,Horror|Sci-Fi|Thriller,https://movie-phinf.pstatic.net/20111223_153/1324577955813pYVNo_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30465
89,Space Cowboys (2000),2000,Action|Adventure|Comedy|Sci-Fi,https://movie-phinf.pstatic.net/20111221_136/1324472480300v8y5j_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30498
90,Psycho Beach Party (2000),2000,Comedy|Horror|Thriller,https://movie-phinf.pstatic.net/20140919_21/1411095120258Cm0mC_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=32811
91,Saving Grace (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111222_59/1324551234899rUDeK_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30713
92,I'm the One That I Want (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111223_296/13245963008956mbly_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30683
93,"Tao of Steve, The (2000)",2000,Comedy,https://movie-phinf.pstatic.net/20111222_234/1324551245915Kx6a5_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30714
94,Bless the Child (2000),2000,Thriller,https://movie-phinf.pstatic.net/20111223_116/1324616345729016Fg_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30716
95,Cecil B. DeMented (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111223_289/1324610312422BeSjd_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30757
96,"Eyes of Tammy Faye, The (2000)",2000,Documentary,https://movie-phinf.pstatic.net/20130415_296/13660161601575814Y_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30440
97,"Replacements, The (2000)",2000,Comedy,https://movie-phinf.pstatic.net/20111216_122/1324028705390n57gR_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30715
98,About Adam (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111222_138/1324483271162TmUMa_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=65549
99,"Cell, The (2000)",2000,Drama|Horror|Thriller,https://movie-phinf.pstatic.net/20111221_37/1324468496465J4Iv2_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30317
100,"Original Kings of Comedy, The (2000)",2000,Comedy|Documentary,https://movie-phinf.pstatic.net/20111212_101/1323675564659c7nF4_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30758
101,"Art of War, The (2000)",2000,Action|Thriller,https://movie-phinf.pstatic.net/20111222_85/1324492419930elmoy_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30787
102,Bring It On (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111221_86/1324471189539NDhAK_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30786
103,"Crew, The (2000)",2000,Comedy,https://movie-phinf.pstatic.net/20131115_57/1384509209563MAV0t_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=15372
104,Skipped Parts (2000),2000,Drama|Romance,https://movie-phinf.pstatic.net/20170915_109/1505466192520dorSy_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=34364
105,Highlander: Endgame (Highlander IV) (2000),2000,Action|Adventure|Fantasy,https://movie-phinf.pstatic.net/20111222_134/1324543956341tBDhn_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=28540
106,Nurse Betty (2000),2000,Comedy|Crime|Drama|Romance|Thriller,https://movie-phinf.pstatic.net/20111221_221/1324457371491L3HDE_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29801
107,"Watcher, The (2000)",2000,Crime|Thriller,https://movie-phinf.pstatic.net/20111222_8/1324497252597bQC0T_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30852
108,"Way of the Gun, The (2000)",2000,Crime|Thriller,https://movie-phinf.pstatic.net/20111221_181/13244531458848Ul7N_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30854
109,Almost Famous (2000),2000,Drama,https://movie-phinf.pstatic.net/20111222_285/1324487461381P093n_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30864
110,Bait (2000),2000,Action|Comedy,https://movie-phinf.pstatic.net/20190221_203/15507107513748gkHv_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=183366
111,Circus (2000),2000,Crime|Drama|Thriller,https://movie-phinf.pstatic.net/20200331_12/1585643208309mYSoI_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=193108
112,Crime and Punishment in Suburbia (2000),2000,Comedy|Drama,https://movie-phinf.pstatic.net/20111223_201/1324607246202YDxhC_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30091
113,Duets (2000),2000,Comedy|Drama,https://movie-phinf.pstatic.net/20111221_204/1324479355625IFEzy_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30865
114,Under Suspicion (2000),2000,Crime|Thriller,https://movie-phinf.pstatic.net/20111222_184/1324483643363LYOvJ_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=32684
115,Urban Legends: Final Cut (2000),2000,Horror,https://movie-phinf.pstatic.net/20111221_250/1324476815188xoHmu_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30878
116,Woman on Top (2000),2000,Comedy|Romance,https://movie-phinf.pstatic.net/20111222_230/1324503887712hKBNA_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30879
117,Dancer in the Dark (2000),2000,Drama|Musical,https://movie-phinf.pstatic.net/20190130_300/1548823256531FzDGR_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29797
118,Best in Show (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111221_90/1324459739472WD5uo_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30899
119,Beautiful (2000),2000,Comedy|Drama,https://movie-phinf.pstatic.net/20160624_258/1466740468781fWUzB_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=152420
120,"Broken Hearts Club, The (2000)",2000,Drama,https://movie-phinf.pstatic.net/20111222_33/1324516018062YpMAG_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30898
121,Girlfight (2000),2000,Drama,https://movie-phinf.pstatic.net/20111221_46/1324467674161NNF5O_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29012
122,Remember the Titans (2000),2000,Drama,https://movie-phinf.pstatic.net/20111222_277/1324551255205hKU3b_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30897
123,Bamboozled (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111221_265/1324456692678jFmdO_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31113
124,Digimon: The Movie (2000),2000,Adventure|Animation|Children,https://movie-phinf.pstatic.net/20200520_235/15899612641013hL1K_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=127889
125,Get Carter (2000),2000,Action|Drama|Thriller,https://movie-phinf.pstatic.net/20111212_279/1323675570759HR6CB_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30907
126,Meet the Parents (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111223_240/1324635427172vHxxV_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30911
127,Requiem for a Dream (2000),2000,Drama,https://movie-phinf.pstatic.net/20111221_124/1324468467332FWiwa_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31282
128,Tigerland (2000),2000,Drama,https://movie-phinf.pstatic.net/20190102_3/15464087098470Pco1_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=181990
129,Two Family House (2000),2000,Drama,https://movie-phinf.pstatic.net/20111223_45/1324579099727QX63c_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31115
130,"Contender, The (2000)",2000,Drama|Thriller,https://movie-phinf.pstatic.net/20111221_56/13244630624098qK7P_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30990
131,Dr. T and the Women (2000),2000,Comedy|Romance,https://movie-phinf.pstatic.net/20111221_19/13244650923108CzJ6_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30991
132,"Ladies Man, The (2000)",2000,Comedy,https://movie-phinf.pstatic.net/20140616_49/1402912861206OFw70_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=30989
133,Billy Elliot (2000),2000,Drama,https://movie-phinf.pstatic.net/20170105_296/1483590193115rpMx5_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31013
134,Bedazzled (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111222_70/1324506497117yvAmy_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31108
135,Pay It Forward (2000),2000,Drama,https://movie-phinf.pstatic.net/20111221_135/1324452440342XkF7n_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31110
136,Book of Shadows: Blair Witch 2 (2000),2000,Crime|Horror|Mystery|Thriller,https://movie-phinf.pstatic.net/20111222_65/1324498995788ut71h_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31157
137,"Little Vampire, The (2000)",2000,Adventure|Children,https://movie-phinf.pstatic.net/20180104_60/1515042374471oaYKQ_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=144381
138,Charlie's Angels (2000),2000,Action|Comedy,https://movie-phinf.pstatic.net/20200210_287/1581309796647pRaMe_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=186611
139,"Legend of Bagger Vance, The (2000)",2000,Drama|Romance,https://movie-phinf.pstatic.net/20111222_13/1324489253745Q98AL_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=29775
140,Little Nicky (2000),2000,Comedy,https://movie-phinf.pstatic.net/20111221_40/1324479545718aoFnM_JPEG/movie_image.jpg,https://movie.naver.com/movie/bi/mi/basic.naver?code=31190
